domain,name,cc,region,type,category,language,comment,geoloc_cc,geoloc_city,traceloc_cc,traceloc_city,size_mobile,size_desktop
www.journaldutchad.com,Journal du Tchad,TD,Nationwide,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.k-towndiary.com,K Town Diary,CM,Kumba,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.kababachir.com,Kaba Bachir,GQ,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.kabyle.com,Kabyle,DZ,Tizi Ouzou,IN,ET,FRA,Kabyle,NULL,NULL,NULL,NULL,NULL,NULL
www.kapital971.com,Kapital Radio,GH,Accra,BC,GI,ENG,Radio,NULL,NULL,NULL,NULL,NULL,NULL
www.kawalisse.com,Kawalisse,DZ,El Eulma,NP,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.kawowo.com,Kawowo Sports,UG,National,IN,SP,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.kbc.co.ke,Kenya Broadcasting Corporation,KE,National,BC,GI,ENG,Radio TV Also SWA,NULL,NULL,NULL,NULL,NULL,NULL
www.kbn.co.za,Kwazulu Natal Business News,ZA,Durban,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.kenya-today.com,Kenya Today,KE,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.kenyamoja.com,Kenya Moja,KE,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.kenyan-post.com,Daily Post,KE,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.kenyanewsupdates.com,Kenya News Updates,KE,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.kitwetimes.com,Kitwe Times,ZM,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.kivumedia.com,Kivu Media,CD,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.koerant.co.za,Koerant,ZA,National,IN,GI,AFR,,NULL,NULL,NULL,NULL,NULL,NULL
www.kogireports.com,Kogi Reports,NG,Lokoja,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.kormorant.co.za,Kormorant,ZA,Hartbeespoort,NP,GI,AFR,Also ENG,NULL,NULL,NULL,NULL,NULL,NULL
www.kotzot.com,Kot Zot,MU,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.kougaexpress.co.za,Kouga Express,ZA,Kouga,NP,GI,ENG,Also AFR,NULL,NULL,NULL,NULL,NULL,NULL
www.ktnkenya.tv,Kenya Television Network,KE,National,BC,GI,ENG,TV Also SWA,NULL,NULL,NULL,NULL,NULL,NULL
www.ktvsl.com,KTV Sierra Leone,SL,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.kwaranews.com,Kwara News,NG,Ilorin,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.kwayedza.co.zw,Kwayedza,ZW,Harare,NP,GI,SNA,,NULL,NULL,NULL,NULL,NULL,NULL
www.kwevoel.co.za,Die Kwevoel,ZA,Thabazimbi,NP,GI,AFR,Also ENG,NULL,NULL,NULL,NULL,NULL,NULL
www.laconscience.com,La Conscience,CD,Kinshasa,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lactualite-dz.info,L'Actualite,DZ,Alger,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.ladepechedabidjan.info,La Depeche d'Abidjan,CI,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lagachettedumaroc.com,La Gachette du Maroc,MA,National,MG,SR,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lagazette-dgi.com,La Gazette de la Grande Isle,MG,Antananarivo,NP,GI,FRA,Also MLG,NULL,NULL,NULL,NULL,NULL,NULL
www.lagazette.sn,La Gazette,SN,Dakar,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lagazettedescomores.com,La Gazette des Comores,KM,Nationwide,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lagazettedumaroc.com,La Gazette du Maroc,MA,Casablanca,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lana-news.ly,Libya News Agency,LY,Nationwide,PA,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lanation-arabe.dz,La Nation Arabe,DZ,Alger,NP,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lanation.dz,La Nation,DZ,Alger,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lanation.mg,La Nation,MG,Antananarivo,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lanationbenin.info,La Nation,BJ,National,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lanationdj.com,La Nation,DJ,National,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lanouvellecentrafrique.info,La Nouvelle Centrafrique,CF,Nationwide,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lanouvelleexpression.info,La Nouvelle Expression,CM,Douala,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lanouvelletribune.info,La Nouvelle Tribune,BJ,Cotonou,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lapresse.tn,La Presse,TN,National,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lapressedujour.net,La Presse du Jour,BJ,Cotonou,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.laprosperiteonline.net,La Prosperite,CD,Kinshasa,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.laraignee.org,L'Araignee,BJ,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lasemaineafricaine.net,La Semaine Africaine,CG,Brazzaville,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.latestnigeriannews.com,Latest Nigerian News,NG,Nationwide,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.latribune-dz.com,La Tribune,DZ,National,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lauthentic.info,L'Authentique,MR,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lautomarche.com,L'Auto Marche,DZ,Alger,NP,AT,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.laverite.mg,La Verite,MG,Antananarivo,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lavieeco.com,La Vie Eco,MA,Casablanca,NP,BU,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.le-canal.com,Le Canal,YT,Nationwide,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.leaders.com.tn,Leaders,TN,National,MG,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lebuteur.com,Le Buteur,DZ,Alger,NP,SP,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lecalame.info,Le Calame,MR,National,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.leconomiste.com,L'Economiste,MA,Casablanca,NP,BU,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.leconomistemaghrebin.com,L'Economiste Maghrebin,TN,National,MG,BU,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.leffortcamerounais.com,L'Effort Camerounais,CM,Douala,NP,RL,ENG,Roman Catholic,NULL,NULL,NULL,NULL,NULL,NULL
www.leffortcamerounais.info,L'Effort Camerounais,CM,Douala,NP,RL,FRA,Roman Catholic,NULL,NULL,NULL,NULL,NULL,NULL
www.lejourdalgerie.com,Le Jour d'Algerie,DZ,Alger,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lejourguinee.com,Le Jour,GQ,National,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lejournaldetanger.com,Le Journal de Tanger,MA,Tangier - Tanger,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lelephantdechaine.net,L'Elephant Dechaine,CI,Abidjan,NP,SR,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lemaghreb.tn,Le Maghreb,TN,Tunis,NP,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lemaghrebdz.com,Le Maghreb,DZ,Alger,NP,BU,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lematin.ma,Le Matin,MA,National,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lematinal.com,Le Matinal,MU,National,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lematindz.net,Le Matin,DZ,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lemauricien.com,Le Mauricien,MU,National,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lemidi-dz.com,Midi Libre,DZ,Alger,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lena.gov.ls,Lesotho News Agency,LS,National,PA,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.lenasia-times.co.za,Lenasia Times,ZA,Lenasia,NP,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.lenouveaureveil.com,Le Nouveau Reveil,CI,Abidjan,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lenzinfo.co.za,Lenz Info,ZA,Lenasia,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.lepatriote.net,Le Patriote,CI,Abidjan,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lepetitjournal.com,Le Petit Journal,EG,Cairo - Le Caire,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lephareonline.net,Le Phare,CD,Kinshasa,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lepotentielonline.com,Le Potentiel,CD,National,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lequotidien-oran.com,Le Quotidien d'Oran,DZ,Oran,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lequotidien.sn,Le Quotidien,SN,Dakar,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lequotidiendeconstantine.com,Le Quotidien de Constantine,DZ,Constantine,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.leral.net,Leral,SN,Nationwide,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lereporter.ma,Le Reporter,MA,Casablanca,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.les4verites.info,Les 4 Verites,BJ,Cotonou,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lesahel.org,Le Sahel,NE,National,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lesdebats.com,Les Debats,DZ,Alger,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lesdepechesdebrazzaville.fr,Les Depeches de Brazzaville,CG,National,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.leseco.ma,Les Eco,MA,Casablanca,NP,BU,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.lesetifien.com,Le Setifien,DZ,Setif,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
