"domain","name","cc","region","type","category","language","comment","geoloc_cc",size_mobile,size_desktop
"www.mostaganem-aujourdhui.com","Mostaganem Aujourd'hui","DZ","Mostaganem","IN","GI","FRA","","FR",44930,44930
"www.muvitv.com","Muvi TV","ZM","National","BC","GI","ENG","TV","US-MA",33883,231791
"www.mw","Malawi News","MW","National","IN","GI","ENG","","SE",73619,73619
"www.mwanahalisi.co.tz","Mwana Halisi","TZ","Dar es Salaam","NP","GI","SWA","","US-UT",35637,35637
"www.mwananchi.co.tz","Mwananchi","TZ","National","NP","GI","SWA","","GB",102611,102611
"www.mwanaspoti.co.tz","Mwanaspoti","TZ","Dar es Salaam","NP","SP","SWA","","GB",84868,84868
"www.mwebantu.news","Mwebantu News","ZM","National","IN","GI","ENG","","US-UT",270279,270279
"www.mwnation.com","Nation","MW","National","NP","GI","ENG","","US-AZ",90356,90356
"www.mybulawayo.com","My Bulawayo","ZW","Bulawayo","IN","GI","ENG","","NL",65409,65409
"www.mydailynewswatchng.com","Daily Newswatch","NG","Lagos","NP","GI","ENG","","US-TX",168408,168408
"www.mygweru.com","My Gweru","ZW","Gweru","IN","GI","ENG","","ZA",18025,18018
"www.myjoyonline.com","Joy FM","GH","Accra","BC","GI","ENG","Radio","CA-QC",395888,385305
"www.mylbsonline.net","Liberia Broadcasting System","LR","Nationwide","BC","GI","ENG","Radio TV","US-AZ",18165,18097
"www.myzimbabwe.co.zw","My Zimbabwe","ZW","National","IN","GI","ENG","","US-AZ",239725,240369
"www.naij.com","Naij","NG","Nationwide","IN","GI","ENG","","US-VA",117578,115564
"www.naijalately.com","Naija Lately","NG","Nationwide","IN","GI","ENG","","US-AZ",277,277
"www.naijaleaks.org","Naija Leaks","NG","Nationwide","IN","GI","ENG","","AU",63043,69922
"www.nairaland.com","Nairaland Forum","NG","Nationwide","IN","GI","ENG","","US",23936,24472
"www.nairobi.com","Nairobi","KE","Nairobi","IN","GI","ENG","","GB",12073,12073
"www.nairobigossips.com","Nairobi Gossip","KE","National","IN","EN","ENG","","US-NE",42658,203547
"www.namibian.com.na","Namibian","NA","National","NP","GI","ENG","","ZA",108503,108503
"www.namibtimes.net","Namib Times","NA","Walvis Bay","NP","GI","ENG","Also AFR","NA",42697,42697
"www.nampa.org","Namibia Press Agency","NA","National","PA","GI","ENG","","NA",28299,28311
"www.nan.ng","NAN","NG","Nationwide","PA","GI","ENG","","US-VA",315284,315231
"www.nation.co.ke","Nation","KE","National","NP","GI","ENG","","US",94805,94807
"www.nation.sc","Nation","SC","National","NP","GI","ENG","","FR",34778,34778
"www.nationalaccordnewspaper.com","National Accord","NG","Abuja","NP","GI","ENG","","BG",610316,610316
"www.nationaldailyng.com","National Daily","NG","Lagos","NP","GI","ENG","","US-MI",412511,412993
"www.nationalnetworkonline.com","National Network","NG","Port Harcourt","NP","GI","ENG","","US-FL",44343,44343
"www.nazret.com","Nazret","ET","Foreign","IN","GI","ENG","","BG",276937,276994
"www.nbc.na","Namibian Broadcasting Croporation","NA","National","BC","GI","ENG","Radio TV","US-UT",49981,49981
"www.netpress.bi","Net Press","BI","Nationwide","PA","GI","FRA","","BI",201855,201855
"www.netwerk24.com","Netwerk 24","ZA","National","IN","GI","AFR","","ZA",169058,263193
"www.newbusinessethiopia.com","New Business Ethiopia","ET","National","IN","BU","ENG","","US-FL",164173,164173
"www.newera.com.na","New Era","NA","Windhoek","NP","GI","ENG","","DE",304647,304647
"www.newnationsouthsudan.com","New Nation","SS","National","NP","GI","ENG","","DE",177,177
"www.newpressphoto.com","New Press Algerie","DZ","National","PA","GI","FRA","","FR",20481,20481
"www.news.co.za","News","ZA","National","IN","GI","ENG","","GB",38848,38848
"www.news.mboa.info","Mboa","CM","Nationwide","IN","GI","FRA","","US-MI",3793,3793
"www.news24.co.ke","News 24","KE","National","IN","GI","ENG","","ZA",141937,92074
"www.news24.com","News 24","ZA","National","IN","GI","ENG","","ZA",141949,274962
"www.news24.com.ng","News 24 Nigeria","NG","Nationwide","IN","GI","ENG","","ZA",63756,192294
"www.news247.com.ng","News 247","NG","Nationwide","IN","GI","ENG","","",22576,29169
"www.newsday.co.zw","News Day","ZW","National","NP","GI","ENG","","BG",200035,201676
"www.newsday.com.ng","News Day","NG","Nationwide","IN","GI","ENG","","NL",91943,91814
"www.newsdirectonline.com","Nigerian News Direct","NG","Lagos","NP","GI","ENG","","CA",60792,60792
"www.newsdzezimbabwe.co.uk","News dze Zimbabwe","ZW","National","IN","GI","ENG","","US-CA",43732,207191
"www.newsexpressngr.com","News Express","NG","Nationwide","IN","GI","ENG","","US-TX",99943,99943
"www.newsghana.com.gh","News Ghana","GH","National","IN","GI","ENG","","US",227736,229041
"www.newsjournal.com.ng","News Journal","NG","Ibadan","NP","GI","ENG","Radio","US-MI",38421,306907
"www.newsmada.com","News Mada","MG","National","IN","GI","FRA","","US-UT",99442,99442
"www.newsng.com","Nigerian News","NG","Nationwide","IN","GI","ENG","","US-CA",88336,95622
"www.newsofrwanda.com","News of Rwanda","RW","National","IN","GI","ENG","","US-CA",60956,60956
"www.newspapers.co.za","Newspapers","ZA","National","IN","GI","ENG","","ZA",2538,2538
"www.newsudanvision.com","New Sudan Vision","SS","Foreign","IN","GI","ENG","","CA-BC",33414,33414
"www.newtimes.co.rw","New Times","RW","Kigali","NP","GI","ENG","","US-TX",49604,49604
"www.newvision.co.ug","New Vision","UG","National","NP","GI","ENG","","SG",133454,133454
"www.newvisionzambia.co.zm","New Vision","ZM","Lusaka","NP","GI","ENG","","US-MA",1616,1616
"www.newzimbabwe.com","New Zimbabwe","ZW","National","IN","GI","ENG","","GB",113572,113572
"www.ngamitimes.com","Ngami Times","BW","Maun","NP","GI","ENG","","US-MA",74804,74804
"www.ngrguardiannews.com","Guardian","NG","Nationwide","NP","GI","ENG","","US-CA",23310,23311
"www.nharnet.com","Nharnet","ER","Foreign","IN","GI","ENG","Also ARA TIR","US-NY",3793,3793
"www.nifahamishe.com","Nifahamishe","TZ","Foreign","IN","GI","SWA","","US-AZ",79276,79276
"www.nigerdeltastandard.com","Niger Delta Standard","NG","Ughelli","NP","GI","ENG","","US-FL",5176,1137
"www.nigerdeltatimes.com","Niger Delta Times","NG","Asaba","IN","GI","ENG","","US-NY",37977,37977
"www.nigeria-news-world.com","Nigeria World News","NG","Nationwide","IN","GI","ENG","","US",126271,195590
"www.nigeria70.com","Nigeria 70","NG","Nationwide","IN","GI","ENG","","US-NY",64831,64831
"www.nigeriadailynews.com","Nigeria Daily News","NG","Nationwide","IN","GI","ENG","","US-FL",287055,287055
"www.nigeriahornnewspapers.com","Nigerian Horn","NG","Owerri","NP","GI","ENG","","NL",63330,307
"www.nigeriamasterweb.com","Nigeria Master Web","NG","Nationwide","IN","GI","ENG","","US-AZ",1438,1438
"www.nigerianbulletin.com","Nigerian Bulletin","NG","Nationwide","IN","GI","ENG","","EU",101423,101423
"www.nigeriancurrent.com","Nigerian Current","NG","Nationwide","IN","GI","ENG","","US-TX",90742,90742
"www.nigerianewsday.com","Nigeria News Day","NG","Nationwide","IN","GI","ENG","","US-FL",143958,143958
"www.nigerianewsupdates.com","Nigeria News Updates","NG","Nationwide","IN","GI","ENG","","US-AZ",323,323
"www.nigerianeye.com","Nigerian Eye","NG","Nationwide","IN","GI","ENG","","US-CA",294698,293660
"www.nigerianmonitor.com","Nigerian Monitor","NG","Nationwide","IN","GI","ENG","","US",80635,80635
"www.nigeriannews.com","Nigerian News","NG","Nationwide","IN","GI","ENG","","US-NJ",2345,2345
"www.nigerianobservernews.com","Nigerian Observer","NG","Benin City","NP","GI","ENG","","US-TX",217755,217587
"www.nigerianorientnews.com","Nigerian Orient News","NG","Nationwide","IN","BU","ENG","","US-MA",63209,70090
"www.nigeriapolitico.net","Nigeria Politico","NG","Nationwide","IN","GI","ENG","","US-TX",9014,9628
"www.nigeriasun.com","Nigeria Sun","NG","Nationwide","IN","GI","ENG","","US-WA",22595,22595
"www.nigeriatell.com","Nigeria Tell","NG","Nationwide","IN","GI","ENG","","US-VA",4088,4088
"www.nigeriavillagesquare.com","Nigeria Village Square","NG","Nationwide","IN","GI","ENG","","US-CA",166104,167258
"www.nigeriaworld.com","Nigeria World","NG","Nationwide","IN","GI","ENG","","US",50992,50992
"www.nileinternational.net","Nile TV International","EG","National","BC","GI","ENG","TV","NL",110,110
"www.niletc.tv","Nile Television Network","EG","National","BC","GI","ARA","TV","US",145052,145052
"www.nlsguinee.com","Neoleadership","GQ","National","IN","GI","FRA","","CH",305718,305718
"www.noseweek.co.za","Noseweek","ZA","National","MG","GI","ENG","","ZA",10182,48750
"www.notrevoie.com","Notre Voie","CI","National","NP","GI","FRA","","US-MO",35495,35495
"www.nouvellesmutations.com","Nouvelles Mutations","BJ","Cotonou","NP","GI","FRA","","US-FL",189,189
"www.novojornal.co.ao","Novo Jornal","AO","Luanda","NP","GI","POR","","US-TX",243873,243873
"www.nrgui.com","Nouvelle Republique de Guinee","GQ","National","IN","GI","FRA","","FR",126639,126639
"www.ntalagoschannel10.net","NTA Lagos","NG","Lagos","BC","GI","ENG","TV","",5351,5351
"www.ntanews24.tv","Nigerian Television Authority","NG","Nationwide","BC","GI","ENG","TV","US-TX",8983,9562
"www.ntv.co.ug","NTV","UG","National","BC","GI","ENG","TV Also LUG","US-CA",115525,115525
"www.numidianewstv.com","Nu Midia News","DZ","National","IN","GI","ARA","","VG",2744,2712
"www.nyasatimes.com","Nyasa Times","MW","National","IN","GI","ENG","","US",191569,142226
"www.obsac.com","Observatoire de l'Afrique Central","CD","Foreign","IN","GI","FRA","","US-MI",3793,806
"www.observer.co.za","Polokwane Observer","ZA","Polokwane","NP","GI","ENG","Also AFR","ZA",111304,111304
"www.observer.org.sz","Swazi Observer","SZ","National","NP","GI","ENG","","SZ",37763,37746
"www.observer.ug","Observer","UG","Kampala","NP","GI","ENG","","US-IL",54975,54975
"www.odili.net","Odili","NG","Nationwide","IN","GI","ENG","","US",5255,5255
"www.ofm.co.za","OFM","ZA","Bloemfontein","BC","GI","ENG","","ZA",270157,270157
"www.ogtv.com.ng","OG TV","NG","Abeokuta","BC","GI","ENG","TV","US-IL",86655,85682
"www.ogunradio.com","Ogun Radio","NG","Abeokuta","BC","GI","ENG","Radio","US-TX",55816,55816
"www.ondoevents.com","Ondo Events","NG","Akure","IN","GI","ENG","TV","US-CA",200814,217092
"www.ondonews.com","Ondo News","NG","Akure","IN","GI","ENG","","VG",1149,27081
"www.openzambia.com","Open Zambia","ZM","National","IN","GI","ENG","","US",25092,64493
"www.opinionnigeria.com","Opinion Nigeria","NG","Nationwide","IN","GI","ENG","","US",162571,162592
"www.orakonews.com","Oracle","MW","National","IN","GI","ENG","","US-MA",36221,185925
"www.oran-aps.dz","Oran APS","DZ","Oran","PA","GI","ARA","","DZ",37230,37230
"www.oranais.com","Journal de L'Oranais","DZ","Oran","IN","GI","FRA","","FR",146272,146229
"www.ortb.info","ORTB","BJ","National","BC","GI","FRA","TV","US-NY",60598,60598
"www.ortm-mali.tv","ORTM","ML","National","BC","GI","FRA","Radio TV","US-AZ",18096,18028
"www.osundefender.org","Osun Defender","NG","Osogbo","IN","GI","ENG","","US-AZ",74121,74121
"www.ouargla-aps.dz","Ouargla APS","DZ","Ouargla","PA","GI","ARA","","DZ",39647,39647
"www.ouarsenis.com","Ouarsensis Info","DZ","Tissemsilt","IN","GI","ARA","","FR",109423,109423
"www.ouestribune-dz.com","Ouest Tribune","DZ","Oran","NP","GI","FRA","","FR",96914,96914
"www.oujdacity.net","Oujda City","MA","Oujda","IN","GI","ARA","Also FRA","FR",156154,156138
"www.pa-lunion.com","Pour La Patrie L'Union","TG","Lome","NP","GI","FRA","","FR",83198,83198
"www.paarlpost.co.za","Paarl Post","ZA","Paarl","NP","GI","AFR","Also ENG","ZA",55748,146430
"www.palmtreereports.com","Palm Tree Reports","SL","National","IN","GI","ENG","","VG",16368,27482
"www.pe-express.co.za","Port Elizabeth Express","ZA","Port Elizabeth","NP","GI","ENG","Also AFR","ZA",61008,112365
"www.peacefmonline.com","Peace FM","GH","Accra","BC","GI","ENG","Radio","US",365,92779
"www.peoplesdailyng.com","Peoples Daily","NG","Abuja","NP","GI","ENG","","US-IL",77862,77862
"www.peoplespost.co.za","People's Post","ZA","Cape Town (South","NP","GI","ENG","","ZA",59391,110036
"www.persecondnews.com","Per Second News","NG","Nationwide","IN","GI","ENG","","US-UT",149440,150472
"www.pgzambia.com","Partners Guide","ZM","National","MG","BU","ENG","","GB",32308,32308
"www.ph-microscope.com","Port Harcourt Microscope","NG","Port Harcourt","NP","GI","ENG","","US-MA",92879,92589
"www.pindula.co.zw","Pindula","ZW","National","IN","GI","ENG","","GB",22899,28300
"www.planetesport.dz","Planete Sport","DZ","Alger","NP","SP","FRA","","FR",47606,47606
"www.pmbfever.co.za","Maritzburg Fever","ZA","Pietermaritzburg","NP","GI","ENG","","ZA",60010,110773
"www.pmnewsnigeria.com","PM News","NG","Lagos","NP","GI","ENG","","US-VA",259286,259286
"www.politicsweb.co.za","Politics Web","ZA","National","IN","GI","ENG","","ZA",38536,38536
"www.polity.org.za","Polity","ZA","National","IN","GI","ENG","","ZA",23947,81968
"www.poptel.org.uk","Agencia Informacao Mocambique","MZ","National","PA","GI","ENG","","GB",0,0
"www.portalangop.co.ao","ANGOP","AO","National","PA","GI","ENG","","AO",82118,82118
"www.portaldeangola.com","Portal de Angola","AO","National","IN","GI","POR","","US",484444,484444
"www.postwatchmagazine.com","Postwatch","CM","Nationwide","MG","GI","ENG","","US",177662,174161
"www.potchefstroomherald.co.za","Potchefstroom Herald","ZA","Potchefstroom","NP","GI","AFR","","ZA",71700,187085
"www.premiermedia.sl","Premier News","SL","Freetown","NP","GI","ENG","","US-MA",32191,32191
"www.premiumtimesng.com","Premium Times","NG","Nationwide","IN","GI","ENG","","NL",333743,333743
"www.presse-dz.com","Presse DZ","DZ","National","IN","GI","FRA","","US",65468,65468
"www.promptnewsonline.com","Prompt News Online","NG","Nationwide","IN","GI","ENG","","US",92572,92572
"www.punchng.com","Punch","NG","Nationwide","NP","GI","ENG","","US",91421,91420
"www.puntlandpost.com","Puntland Post","SO","Garowe","IN","GI","SOM","Also ENG","US-TX",126183,115477
"www.qfmzambia.com","Q FM","ZM","Lusaka","BC","GI","ENG","Radio","US",83129,83907
"www.quotidien-nouakchott.com","Le Quotidien de Nouakchott","MR","Nouakchott","NP","GI","FRA","","JP",5121,5853
"www.quotidienlematin.com","Le Matin","BJ","Cotonou","NP","GI","FRA","","US-NJ",5552,5552
"www.qurynanew.com","New Quryna","LY","Nationwide","NP","GI","ARA","","US-MA",62960,20245
"www.r1.mu","Radio One","MU","National","BC","GI","FRA","Radio","US-MI",80698,80698
"www.radio-kankan.com","Radio Kankan","GQ","Foreign","BC","GI","FRA","Radio","DE",169487,169487
"www.radioalgerie.dz","Radio Algerienne","DZ","National","BC","GI","ARA","Radio","DZ",1152,1152
"www.radiobotswana.gov.bw","Radio Botswana","BW","Nationwide","BC","GI","ENG","Radio","BW",436,436
"www.radiodialogue.com","Radio Dialogue","ZW","Bulawayo","BC","GI","ENG","","US-NY",919,919
"www.radioecclesia.org","Radio Ecclesia","AO","Luanda","BC","GI","POR","Radio","NL",90394,94826
"www.radiogameli.com","Radio Gameli","TG","Lome","BC","GI","FRA","Radio","DK",74983,74983
"www.radiojovem.info","Radio Jovem","GW","Bissau","BC","GI","POR","Radio","FR",174159,174178
"www.radiolagosekofm.net","EKO FM","NG","Lagos","BC","GI","ENG","Radio","US-GA",25987,25987
"www.radiolome.tg","Radio Lome","TG","Lome","BC","GI","FRA","Radio","US-TX",235161,235161
"www.radiomaria.org.zm","Radio Maria","ZM","Chipata","BC","GI","ENG","Radio","IT",62955,62955
"www.radiomuqdisho.net","Radio Muqdisho","SO","Mogadishu","BC","GI","SOM","Radio","SO",209153,209153
"www.radiondekeluka.org","Radio Ndeke Luka","CF","Nationwide","BC","GI","FRA","Radio","CH",35463,35463
"www.radionigeriaibadan.com","Radio Nigeria Ibadan","NG","Ibadan","BC","GI","ENG","","US-TX",292,292
"www.radionigeriakaduna.net","Radio Nigeria Kaduna","NG","Kaduna","BC","GI","HAU","","US-AZ",18327,18259
"www.radionigerialagos.com","Radio Nigeria Lagos","NG","Lagos","BC","GI","ENG","Radio","US-TX",51625,51959
"www.radiotunis.com","Radio Tunis","TN","National","BC","GI","FRA","Radio Also ARA","US-CA",32237,32237
"www.radiovop.com","Radio VOP","ZW","National","BC","GI","ENG","Radio","ZA",57504,57536
"www.radiowa.org","Radio Wa","UG","Lira","BC","GI","ENG","","IT",37158,37159
"www.raiamwema.co.tz","Raia Mwema","TZ","Dar es Salaam","NP","GI","SWA","","CA-QC",33339,210449
"www.rapport.co.za","Rapport","ZA","National","NP","GI","AFR","","ZA",58856,141198
"www.rasd-tv.com","RASD TV","EH","National","BC","GI","ARA","TV","ES",22309,26148
"www.rayaam.net","Al Raayam","SD","National","NP","GI","ARA","","US-MA",62849,69730
"www.rba.co.rw","Rwanda Broadcasting Agency","RW","National","BC","GI","KIN","Radio TV","RW",66344,66344
"www.rdcongoinfos.com","RD Congo Infos","CD","National","IN","GI","FRA","","US-UT",7413,7413
"www.realites.com.tn","Realites","TN","National","MG","GI","FRA","","US",78844,78846
"www.redeangola.info","Rede Angola","AO","National","IN","GI","POR","","US-NJ",18854,18876
"www.reflexiondz.net","Reflexion","DZ","Mostaganem","NP","GI","FRA","","FR",65892,65893
"www.reporters.dz","Reporters","DZ","Alger","NP","GI","FRA","","FR",99259,98654
"www.reportghananews.com","Report Ghana News","GH","National","IN","GI","ENG","","US-UT",43922,49240
"www.republicoftogo.com","Togo","TG","Foreign","IN","GI","FRA","","US-NY",235851,235851
"www.republikein.com.na","Republikein","NA","Windhoek","NP","GI","AFR","","US",74114,68310
"www.rewmi.com","Rewmi","SN","Nationwide","IN","GI","FRA","","FR",140622,140622
"www.risingsunlenasia.co.za","Rising Sun Lenasia","ZA","Lenasia","NP","GI","ENG","","US",105525,269284
"www.rm.co.mz","Radio Mocambique","MZ","National","BC","GI","POR","Radio","MZ",83762,83762
"www.rna.ao","Radio Nacional de Angola","AO","National","BC","GI","POR","Radio","US-IL",73,73
"www.rnanews.com","Rwanda News Agency","RW","National","PA","GI","ENG","Also FRA","DK",25576,25576
"www.rpa.bi","Radio Publique Africaine","BI","Nationwide","BC","GI","FRA","Radio","CH",162916,162916
"www.rtb.bf","Radiodiffusion Television du","BF","National","BC","GI","FRA","Radio TV","FR",648497,648497
"www.rtc.cv","Radio Televisao Caboverdiana","CV","Nationwide","BC","GI","POR","Radio TV","PT",51448,51448
"www.rtd.dj","RTD","DJ","National","BC","GI","FRA","Radio TV","FR",64541,64541
"www.rtg-conakry.com","Radio Television Guinee","GQ","National","BC","GI","FRA","Radio TV","US",53201,53201
"www.rti.ci","Radiodiffusion Television Ivoirienne","CI","National","BC","GI","FRA","Radio TV","FR",7312,7312
"www.rtnb.bi","RTNB","BI","Nationwide","BC","GI","FRA","Radio TV","GB",59874,59874
"www.rts.sn","RTS","SN","Nationwide","BC","GI","FRA","Radio TV","IT",39858,41011
"www.rumeursdabidjan.net","Rumeurs d'Abidjan","CI","National","IN","GI","FRA","","FR",68432,68432
"www.rumo.co.ao","Rumo","AO","National","MG","BU","POR","","GB",114279,114279
"www.sabc.co.za","SAfm","ZA","National","BC","GI","ENG","Radio","ZA",108362,108361
"www.sagoodnews.co.za","Good News","ZA","National","IN","GI","ENG","","DE",102782,103615
"www.sahara-online.net","Sahara Online","EH","National","IN","GI","ARA","","FR",97265,96720
"www.sahara-update.org","Sahara Update","EH","National","IN","GI","ENG","","US-TX",16432,22331
"www.saint.fm","Saint FM","SH","Jamestown","BC","GI","ENG","Radio","GB",66310,66293
"www.sainthelena.gov.sh","St. Helena Government","SH","Jamestown","IN","GO","ENG","","GB",86856,86856
"www.sake24.com","Sake","ZA","National","NP","BU","AFR","","ZA",85738,194872
"www.salonemonitor.net","Salone Monitor","SL","National","IN","GI","ENG","","US-TX",269,269
"www.salonereporter.net","Salone Reporter","SL","Freetown","NP","GI","ENG","","US-AZ",20134,20134
"www.salonetoday.com","Salone Today","SL","National","IN","GI","ENG","","IL",122305,122305
"www.sams.sh","Sentinel","SH","Jamestown","NP","GI","ENG","","GB",20412,20412
"www.sangonet.com","Sango Net","CF","Nationwide","IN","GI","FRA","","FR",2699,2699
"www.sapo.ao","Sapo","AO","Foreign","IN","GI","POR","","PT",113952,113952
"www.sapo.cv","Sapo","CV","Nationwide","IN","GI","POR","","PT",117337,117337
"www.sapo.mz","Sapo","MZ","National","IN","GI","POR","","PT",110650,110650
"www.savanefm.bf","Savane FM","BF","Ouagadougou","BC","GI","FRA","","US-CA",863,863
"www.sbc.sc","SBC","SC","National","BC","GI","ENG","Radio TV","SC",26557,26557
"www.sen24heures.com","Sen 24 Heures","SN","Nationwide","IN","GI","FRA","","FR",77981,77981
"www.sen360.com","Sen 360","SN","Nationwide","IN","GI","FRA","","FR",202130,202079
"www.senegambianews.com","Senegambia News","GM","Foreign","IN","GI","ENG","","JP",8815,8815
"www.senenews.com","Sene News","SN","Nationwide","IN","GI","FRA","","DE",164027,164027
"www.senetoile.net","Senetoile","SN","Nationwide","IN","GI","FRA","","GB",394283,394283
"www.seneweb.com","Seneweb","SN","Nationwide","IN","GI","FRA","","US",309131,244946
"www.sensornewsonline.com.ng","Sensor","NG","Uyo","NP","GI","ENG","","GB",171316,171164
"www.setif.info","Setif Info","DZ","Setif","IN","GI","FRA","","CH",32119,32119
"www.setif.net","Setif","DZ","Setif","IN","GI","ARA","","FR",29160,29055
"www.setifnews.com","Setif News","DZ","Setif","IN","GI","ARA","","US-VA",2244,2244
"www.seychellesnewsagency.com","Seychelles News Agency","SC","National","PA","GI","ENG","","DE",12771,28172
"www.seychellesweekly.com","Le Nouveau Seychelles Weekly","SC","Victoria","NP","GI","ENG","Also CRS","US-MA",83453,83453
"www.shabait.com","Shabait","ER","National","IN","GO","ENG","","BG",326904,326904
"www.sharpedgenews.com","Sharp Edge News","NG","Nationwide","IN","GI","ENG","","US-UT",130027,130027
"www.shorouknews.com","Al Shorouk","EG","Cairo","NP","GI","ARA","","US",52652,110392
"www.sidwaya.bf","Sidwaya","BF","National","NP","GI","FRA","","FR",74585,74585
"www.sierraexpressmedia.com","Sierra Express Media","SL","Freetown","NP","GI","ENG","","GB",160943,162744
"www.sierraherald.com","Sierra Herald","SL","National","IN","GI","ENG","","GB",104647,104647
"www.sierraleone365.com","Sierra Leone 365","SL","National","IN","GI","ENG","","US-AZ",29344,29344
"www.sierraleonenews.net","Sierra Leone News","SL","National","IN","GI","ENG","","US-WA",24392,24392
"www.sierraleonepress.com","Sierra Leone Press","SL","National","IN","GI","ENG","","US-CA",39313,39313
"www.sierraleonetimes.com","Sierra Leone Times","SL","National","IN","GI","ENG","","US-WA",22811,22811
"www.sis.gov.eg","SIS","EG","National","IN","GO","ARA","","EG",105416,105416
"www.siwel.info","Siwel","DZ","Tizi Ouzou","IN","ET","FRA","Kabyle","CH",136524,136525
"www.soccer24.co.zw","Soccer 24","ZW","National","IN","SP","ENG","","GB",54948,54947
"www.somalilandsun.com","Somaliland Sun","SO","Hargeisa","IN","GI","ENG","","NL",54353,317247
"www.somalilandtimes.net","Somaliland Times","SO","Hargeisa","NP","GI","ENG","","US-UT",791,791
"www.somalipress.com","Somali Press","SO","Foreign","IN","GI","ENG","","US-GA",14002,14002
"www.sonangnon.org","Sonangnon","BJ","National","IN","GI","FRA","","FR",59502,59502
"www.souk-ahras.info","Souk Ahras Info","DZ","Souk Ahras","IN","GI","FRA","","DE",32838,32838
"www.southafrica.info","South Africa","ZA","National","IN","GI","ENG","","ZA",115146,115139
"www.southafrica2day.com","South Africa 2 Day","ZA","Foreign","IN","GI","ENG","","US-AZ",6914,9945
"www.southerneye.co.zw","Southern Eye","ZW","Bulawayo","NP","GI","ENG","","BG",50624,97245
"www.southsudannation.com","South Sudan Nation","SS","Foreign","IN","GI","ENG","","US-NY",97971,98105
"www.southsudannewsagency.com","South Sudan News Agency","SS","Foreign","IN","GI","ENG","","US-VA",5015,5015
"www.southsudantoday.net","South Sudan Today","SS","Foreign","IN","GI","ENG","","US-FL",5157,1104
"www.sowetanlive.co.za","Sowetan","ZA","Johannesburg","NP","GI","ENG","","US-CA",211101,211102
"www.sport-ivoire.ci","Sport Ivoire","CI","National","IN","SP","FRA","","US-VA",116705,116705
"www.sport24.co.za","Sport 24","ZA","National","IN","SP","ENG","","ZA",115507,150073
"www.sportelizabeth.co.za","Sport Elizabeth","ZA","Port Elizabeth","NP","GI","ENG","","ZA",70440,70440
"www.spsrasd.info","Sahara Press Service","EH","National","PA","GI","ARA","","CH",346,346
"www.standardmedia.co.ke","Standard","KE","National","NP","GI","ENG","","US",93840,74138
"www.starducongo.com","Star du Congo","CG","Foreign","IN","GI","FRA","","FR",303044,303020
"www.starpress.info","Star","MU","Port Louis","NP","GI","FRA","","US-UT",85499,85499
"www.statehouse.gov.sl","Republic of Sierra Leone","SL","National","IN","GO","ENG","","US-MI",54605,54931
"www.stop.co.mz","Stop","MZ","National","IN","GI","POR","","BG",440774,440774
"www.stp-press.st","Agencia STP Press","ST","National","PA","GI","POR","","BG",47541,347471
"www.stpdigital.net","STP Digital","ST","National","IN","GI","POR","","PT",138842,138272
"www.sudan.net","Sudan Net","SD","Foreign","IN","GI","ENG","","US-NV",638,638
"www.sudanile.com","Sudanile","SD","National","IN","GI","ARA","","GB",15447,15447
"www.sudanjem.com","Sudan JEM","SD","Foreign","IN","GI","ARA","","NL",257152,257152
"www.sudantribune.com","Sudan Tribune","SD","Foreign","IN","GI","ENG","","FR",36484,36484
"www.sudantribune.com","Sudan Tribune","SS","Foreign","IN","GI","ENG","","FR",36484,36484
"www.sudantribune.net","Sudan Tribune","SD","Foreign","IN","GI","ARA","","FR",58394,58394
"www.sudantribune.net","Sudan Tribune","SS","Foreign","IN","GI","ARA","","FR",58394,58394
"www.sudonline.sn","Sud Quotidien","SN","Nationwide","NP","GI","FRA","","US-MA",143170,143170
"www.sundaymail.co.zw","Sunday Mail","ZW","Harare","NP","GI","ENG","","US",182380,182526
"www.sundaynews.co.zw","Sunday News","ZW","Bulawayo","NP","GI","ENG","","ZA",91417,91417
"www.sundaystandard.info","Sunday Standard","BW","Gaborone","NP","GI","ENG","","BW",105642,105642
"www.sundayworld.co.za","Sunday World","ZA","Johannesburg","NP","GI","ENG","","US-CA",210,210
"www.sunshinecoastexpress.co.za","Sunshine Coast Express","ZA","Port Alfred","NP","GI","ENG","Also AFR","ZA",60584,112386
"www.supersport.com","Super Sport","ZA","National","BC","SP","ENG","TV","ZA",37671,148965
"www.switsalone.com","Swit Salone","SL","National","IN","GI","ENG","","US-AZ",109578,109077
"www.talk90point5.co.zm","Millenium FM","ZM","Lusaka","BC","GI","ENG","Radio","ZM",33213,33213
"www.tamtaminfo.com","Tam Tam Info","NE","National","IN","GI","FRA","","US-UT",233880,233872
"www.tamurt.info","Tamurt","DZ","Tizi Ouzou","IN","ET","DEU","Kabyle","DE",513478,513478
"www.tanzaniatoday.co.tz","Tanzania Today","TZ","National","IN","GI","ENG","Also SWA","US-CA",364225,364225
"www.tbc.go.tz","TBC","TZ","National","BC","GI","SWA","Radio TV","TZ",64515,64515
"www.tchadactuel.com","Tchad Actuel","TD","Nationwide","IN","GI","FRA","","US-CA",71832,71832
"www.tchadvision.com","Tchad Vision","TD","Nationwide","IN","GI","FRA","","US-AZ",277,277
"www.technomag.co.zw","Techno Mag","ZW","National","IN","ST","ENG","","US-UT",133818,133853
"www.techtrends.co.zm","Tech Trends","ZM","National","IN","ST","ENG","","GB",165182,165182
